|||Sütunlar||||||||||||
||2020|19.0|11.0|13.0|14.0|16.0|9.0|10.0|7.0|11.0|17.0|18.0||
|1. (15+) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 3. (Yarı Zamanlı)|2014|5.0|5.0|6.0|4.0|1.0|1.0|1.0|1.0|4.0|4.0|3.0|1.0|
||2015|3.0|3.0|3.0|1.0|3.0|4.0|6.0|6.0|7.0|7.0|7.0|9.0|
||2016|6.0|7.0|5.0|6.0|6.0|5.0|6.0|5.0|5.0|5.0|4.0|5.0|
||2017|5.0|11.0|10.0|12.0|9.0|9.0|5.0|4.0|3.0|6.0|6.0|5.0|
||2018|10.0|16.0|18.0|15.0|8.0|8.0|6.0|6.0|4.0|3.0|4.0|8.0|
||2019|9.0|9.0|6.0|7.0|9.0|12.0|14.0|11.0|6.0|3.0|2.0|3.0|
||2020|7.0|7.0|8.0|7.0|10.0|14.0|14.0|15.0|16.0|19.0|16.0||
|1. (15+) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|0.0|-9.93E8|0.0|0.0|0.0|-9.93E8|
||2017|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2019|1.0|0.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|0.0|2.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|3.0||
|1. (15+) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|13.0|13.0|14.0|10.0|9.0|9.0|9.0|10.0|9.0|9.0|8.0|8.0|
||2015|6.0|8.0|4.0|3.0|3.0|5.0|6.0|5.0|3.0|2.0|3.0|5.0|
||2016|6.0|4.0|1.0|3.0|6.0|14.0|14.0|12.0|4.0|2.0|1.0|2.0|
||2017|2.0|3.0|1.0|3.0|2.0|2.0|2.0|1.0|5.0|7.0|8.0|6.0|
||2018|5.0|4.0|4.0|6.0|10.0|8.0|14.0|11.0|14.0|7.0|6.0|9.0|
||2019|10.0|16.0|13.0|12.0|8.0|8.0|8.0|7.0|8.0|6.0|7.0|5.0|
||2020|9.0|11.0|21.0|32.0|40.0|40.0|35.0|27.0|24.0|20.0|24.0||
|1. (15+) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 6. (Kendi İşini Kurmak İstiyor)|2014|12.0|9.0|7.0|8.0|9.0|8.0|7.0|7.0|12.0|14.0|16.0|16.0|
||2015|15.0|19.0|17.0|17.0|9.0|9.0|10.0|12.0|13.0|9.0|9.0|10.0|
||2016|10.0|9.0|9.0|9.0|9.0|10.0|15.0|15.0|15.0|11.0|12.0|14.0|
||2017|14.0|16.0|13.0|15.0|14.0|14.0|11.0|8.0|7.0|9.0|12.0|15.0|
||2018|11.0|12.0|11.0|12.0|7.0|9.0|13.0|16.0|16.0|14.0|11.0|12.0|
||2019|13.0|14.0|16.0|13.0|15.0|16.0|17.0|14.0|8.0|10.0|13.0|13.0|
||2020|11.0|13.0|11.0|14.0|11.0|18.0|18.0|22.0|19.0|20.0|22.0||
|1. (15+) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|3.0|3.0|2.0|1.0|1.0|2.0|2.0|2.0|1.0|2.0|2.0|3.0|
||2015|2.0|4.0|3.0|2.0|2.0|3.0|4.0|4.0|2.0|1.0|-9.93E8|2.0|
||2016|3.0|4.0|3.0|3.0|2.0|4.0|4.0|5.0|4.0|6.0|6.0|5.0|
||2017|4.0|4.0|4.0|4.0|4.0|2.0|5.0|6.0|7.0|3.0|2.0|5.0|
||2018|8.0|8.0|4.0|4.0|9.0|10.0|13.0|11.0|11.0|6.0|4.0|4.0|
||2019|5.0|3.0|5.0|12.0|13.0|11.0|11.0|14.0|14.0|5.0|1.0|2.0|
||2020|3.0|3.0|4.0|5.0|7.0|8.0|9.0|8.0|7.0|7.0|6.0||
|1. (15+) ve 31. (Genel Lise) ve 1. (Tam Zamanlı)|2014|280.0|279.0|287.0|279.0|304.0|311.0|331.0|298.0|288.0|284.0|296.0|295.0|
||2015|319.0|324.0|310.0|282.0|287.0|319.0|325.0|328.0|308.0|331.0|323.0|348.0|
||2016|337.0|342.0|312.0|301.0|334.0|357.0|352.0|365.0|359.0|373.0|354.0|365.0|
||2017|375.0|382.0|379.0|362.0|352.0|368.0|365.0|343.0|320.0|306.0|328.0|349.0|
||2018|378.0|360.0|352.0|334.0|349.0|373.0|379.0|373.0|363.0|360.0|393.0|428.0|
||2019|476.0|473.0|464.0|441.0|474.0|509.0|519.0|499.0|465.0|460.0|445.0|444.0|
||2020|472.0|463.0|426.0|386.0|389.0|448.0|465.0|473.0|418.0|425.0|409.0||
|1. (15+) ve 31. (Genel Lise) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|14.0|16.0|15.0|11.0|13.0|19.0|19.0|17.0|14.0|12.0|13.0|8.0|
||2015|7.0|9.0|9.0|10.0|5.0|7.0|7.0|8.0|8.0|6.0|10.0|15.0|
||2016|18.0|15.0|9.0|10.0|13.0|13.0|15.0|14.0|17.0|15.0|13.0|14.0|
||2017|16.0|19.0|18.0|19.0|20.0|21.0|17.0|22.0|20.0|22.0|21.0|20.0|
||2018|19.0|13.0|15.0|13.0|14.0|10.0|8.0|4.0|3.0|5.0|7.0|8.0|
||2019|8.0|9.0|7.0|9.0|11.0|17.0|19.0|16.0|14.0|17.0|17.0|14.0|
||2020|13.0|13.0|13.0|11.0|8.0|9.0|8.0|11.0|14.0|20.0|18.0||
|1. (15+) ve 31. (Genel Lise) ve 3. (Yarı Zamanlı)|2014|16.0|18.0|16.0|14.0|13.0|12.0|9.0|13.0|15.0|19.0|16.0|15.0|
||2015|21.0|25.0|28.0|19.0|16.0|7.0|8.0|10.0|15.0|21.0|21.0|20.0|
||2016|19.0|22.0|23.0|22.0|17.0|12.0|13.0|13.0|20.0|22.0|29.0|24.0|
||2017|30.0|26.0|27.0|18.0|13.0|15.0|19.0|22.0|31.0|25.0|25.0|21.0|
||2018|25.0|23.0|20.0|13.0|10.0|7.0|9.0|13.0|22.0|31.0|30.0|30.0|
||2019|29.0|32.0|28.0|22.0|17.0|20.0|25.0|27.0|27.0|32.0|36.0|37.0|
||2020|30.0|29.0|17.0|14.0|12.0|14.0|15.0|16.0|25.0|29.0|29.0||
|1. (15+) ve 31. (Genel Lise) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|0.0|0.0|1.0|2.0|3.0|2.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|1.0|1.0|1.0|0.0|0.0|-9.93E8|0.0|0.0|0.0|1.0|
||2016|1.0|2.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|3.0|4.0|2.0|
||2017|0.0|-9.93E8|0.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|
||2018|1.0|1.0|-9.93E8|1.0|3.0|3.0|1.0|1.0|3.0|4.0|3.0|1.0|
||2019|-9.93E8|1.0|2.0|2.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|0.0|
||2020|0.0|0.0|1.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|1. (15+) ve 31. (Genel Lise) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|7.0|8.0|10.0|7.0|6.0|6.0|9.0|12.0|10.0|9.0|7.0|6.0|
||2015|8.0|7.0|8.0|7.0|6.0|8.0|8.0|10.0|8.0|6.0|7.0|8.0|
||2016|9.0|7.0|6.0|3.0|4.0|4.0|6.0|5.0|5.0|4.0|5.0|5.0|
||2017|2.0|1.0|1.0|3.0|5.0|8.0|6.0|6.0|4.0|6.0|6.0|4.0|
||2018|7.0|9.0|10.0|8.0|11.0|14.0|15.0|10.0|8.0|7.0|6.0|8.0|
||2019|8.0|8.0|7.0|7.0|6.0|5.0|6.0|7.0|9.0|8.0|5.0|6.0|
||2020|8.0|11.0|13.0|24.0|24.0|22.0|14.0|16.0|20.0|22.0|26.0||
|1. (15+) ve 31. (Genel Lise) ve 6. (Kendi İşini Kurmak İstiyor)|2014|17.0|21.0|20.0|13.0|13.0|13.0|17.0|16.0|15.0|12.0|13.0|21.0|
||2015|27.0|28.0|18.0|14.0|14.0|18.0|16.0|16.0|17.0|20.0|22.0|20.0|
||2016|26.0|23.0|21.0|14.0|17.0|20.0|25.0|21.0|21.0|16.0|18.0|16.0|
||2017|23.0|20.0|26.0|19.0|20.0|13.0|12.0|12.0|16.0|18.0|17.0|14.0|
||2018|15.0|17.0|19.0|17.0|18.0|21.0|20.0|17.0|15.0|12.0|10.0|15.0|
||2019|22.0|27.0|26.0|23.0|19.0|17.0|16.0|20.0|19.0|18.0|17.0|16.0|
||2020|16.0|13.0|15.0|18.0|22.0|21.0|20.0|22.0|26.0|26.0|27.0||
|1. (15+) ve 31. (Genel Lise) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|10.0|5.0|4.0|4.0|8.0|6.0|5.0|4.0|6.0|4.0|4.0|7.0|
||2015|8.0|7.0|5.0|4.0|4.0|6.0|6.0|8.0|7.0|9.0|4.0|4.0|
||2016|4.0|5.0|8.0|8.0|8.0|5.0|3.0|4.0|5.0|7.0|7.0|9.0|
||2017|13.0|13.0|14.0|11.0|12.0|7.0|7.0|7.0|7.0|5.0|3.0|6.0|
||2018|6.0|9.0|11.0|10.0|13.0|10.0|12.0|9.0|9.0|9.0|4.0|3.0|
||2019|4.0|4.0|5.0|4.0|6.0|8.0|7.0|10.0|9.0|8.0|4.0|3.0|
||2020|9.0|9.0|9.0|6.0|6.0|7.0|11.0|11.0|9.0|4.0|8.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 1. (Tam Zamanlı)|2014|253.0|260.0|239.0|220.0|216.0|236.0|271.0|273.0|281.0|285.0|286.0|280.0|
||2015|271.0|278.0|273.0|262.0|263.0|277.0|263.0|274.0|278.0|283.0|263.0|262.0|
||2016|273.0|284.0|275.0|272.0|267.0|282.0|301.0|326.0|345.0|366.0|396.0|407.0|
||2017|419.0|382.0|359.0|328.0|334.0|335.0|338.0|356.0|371.0|346.0|327.0|329.0|
||2018|344.0|318.0|288.0|276.0|288.0|316.0|343.0|381.0|402.0|409.0|419.0|439.0|
||2019|490.0|507.0|483.0|440.0|432.0|476.0|512.0|516.0|493.0|497.0|495.0|477.0|
||2020|458.0|447.0|415.0|394.0|394.0|434.0|441.0|467.0|443.0|444.0|422.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|5.0|10.0|11.0|13.0|11.0|13.0|14.0|14.0|11.0|12.0|12.0|18.0|
||2015|14.0|11.0|7.0|6.0|6.0|4.0|5.0|5.0|7.0|6.0|9.0|10.0|
||2016|9.0|7.0|8.0|11.0|12.0|10.0|10.0|13.0|21.0|25.0|23.0|17.0|
||2017|20.0|22.0|17.0|14.0|12.0|14.0|13.0|12.0|13.0|13.0|13.0|10.0|
||2018|10.0|13.0|16.0|12.0|13.0|14.0|19.0|19.0|20.0|17.0|12.0|11.0|
||2019|10.0|12.0|9.0|8.0|7.0|14.0|16.0|19.0|17.0|25.0|22.0|16.0|
||2020|8.0|11.0|13.0|12.0|14.0|14.0|12.0|14.0|12.0|16.0|15.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 3. (Yarı Zamanlı)|2014|5.0|6.0|4.0|4.0|4.0|4.0|2.0|4.0|6.0|7.0|6.0|5.0|
||2015|7.0|11.0|12.0|9.0|5.0|3.0|3.0|5.0|9.0|14.0|11.0|11.0|
||2016|13.0|19.0|14.0|9.0|4.0|5.0|7.0|9.0|15.0|16.0|18.0|14.0|
||2017|14.0|15.0|17.0|19.0|12.0|7.0|3.0|5.0|10.0|13.0|16.0|14.0|
||2018|16.0|16.0|16.0|15.0|10.0|6.0|2.0|4.0|8.0|9.0|13.0|11.0|
||2019|12.0|9.0|12.0|15.0|13.0|10.0|7.0|10.0|10.0|13.0|19.0|19.0|
||2020|16.0|10.0|7.0|5.0|3.0|5.0|3.0|8.0|9.0|13.0|11.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|0.0|
||2016|0.0|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|2.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|9.0|10.0|12.0|6.0|7.0|5.0|7.0|6.0|9.0|13.0|13.0|11.0|
||2015|8.0|6.0|7.0|7.0|7.0|4.0|3.0|4.0|6.0|5.0|5.0|6.0|
||2016|6.0|6.0|4.0|6.0|5.0|7.0|8.0|8.0|4.0|5.0|5.0|5.0|
||2017|2.0|2.0|2.0|1.0|3.0|4.0|6.0|5.0|5.0|4.0|3.0|2.0|
||2018|2.0|2.0|4.0|3.0|4.0|2.0|3.0|2.0|4.0|4.0|5.0|6.0|
||2019|9.0|12.0|10.0|7.0|5.0|6.0|5.0|4.0|3.0|3.0|5.0|7.0|
||2020|12.0|18.0|23.0|22.0|24.0|25.0|27.0|22.0|24.0|26.0|28.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 6. (Kendi İşini Kurmak İstiyor)|2014|10.0|9.0|9.0|10.0|11.0|10.0|11.0|10.0|9.0|7.0|10.0|13.0|
||2015|15.0|17.0|14.0|11.0|10.0|9.0|10.0|8.0|7.0|8.0|9.0|12.0|
||2016|16.0|17.0|16.0|14.0|12.0|11.0|8.0|12.0|21.0|21.0|19.0|12.0|
||2017|16.0|13.0|18.0|21.0|23.0|15.0|11.0|8.0|11.0|10.0|13.0|12.0|
||2018|9.0|8.0|8.0|13.0|14.0|14.0|11.0|10.0|9.0|8.0|12.0|13.0|
||2019|13.0|13.0|11.0|13.0|11.0|12.0|11.0|11.0|13.0|16.0|17.0|17.0|
||2020|12.0|13.0|14.0|16.0|15.0|15.0|17.0|17.0|18.0|18.0|20.0||
|1. (15+) ve 32. (Lise Dengi Mesleki Okul) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|8.0|9.0|7.0|8.0|7.0|8.0|6.0|8.0|7.0|6.0|5.0|6.0|
||2015|5.0|6.0|7.0|6.0|5.0|3.0|6.0|4.0|7.0|8.0|9.0|6.0|
||2016|3.0|2.0|1.0|1.0|2.0|3.0|2.0|8.0|8.0|11.0|6.0|8.0|
||2017|7.0|5.0|3.0|2.0|5.0|5.0|7.0|9.0|13.0|11.0|7.0|4.0|
||2018|5.0|7.0|8.0|14.0|14.0|13.0|6.0|6.0|7.0|8.0|9.0|13.0|
||2019|13.0|11.0|6.0|9.0|10.0|13.0|11.0|13.0|16.0|14.0|10.0|10.0|
||2020|12.0|12.0|7.0|5.0|6.0|7.0|9.0|9.0|11.0|8.0|7.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 1. (Tam Zamanlı)|2014|439.0|430.0|421.0|432.0|437.0|493.0|589.0|666.0|697.0|661.0|636.0|613.0|
||2015|613.0|596.0|581.0|535.0|565.0|593.0|659.0|703.0|724.0|696.0|638.0|609.0|
||2016|608.0|615.0|603.0|587.0|627.0|725.0|845.0|904.0|914.0|894.0|892.0|864.0|
||2017|858.0|839.0|800.0|766.0|756.0|838.0|934.0|937.0|926.0|846.0|825.0|787.0|
||2018|767.0|766.0|748.0|743.0|742.0|819.0|942.0|1014.0|993.0|963.0|952.0|1002.0|
||2019|1021.0|1042.0|1006.0|964.0|945.0|982.0|1094.0|1182.0|1173.0|1101.0|1007.0|998.0|
||2020|965.0|897.0|842.0|797.0|830.0|940.0|1012.0|1072.0|1072.0|1062.0|1053.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|10.0|11.0|11.0|12.0|10.0|9.0|10.0|14.0|16.0|15.0|14.0|12.0|
||2015|14.0|14.0|19.0|12.0|8.0|3.0|8.0|8.0|10.0|5.0|7.0|14.0|
||2016|17.0|16.0|13.0|13.0|18.0|14.0|14.0|12.0|21.0|24.0|29.0|25.0|
||2017|29.0|27.0|30.0|33.0|33.0|29.0|27.0|28.0|31.0|26.0|22.0|16.0|
||2018|22.0|17.0|17.0|16.0|18.0|21.0|15.0|15.0|14.0|12.0|11.0|7.0|
||2019|8.0|6.0|5.0|3.0|6.0|15.0|18.0|25.0|23.0|22.0|23.0|22.0|
||2020|22.0|18.0|15.0|19.0|16.0|18.0|18.0|23.0|29.0|31.0|27.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 3. (Yarı Zamanlı)|2014|6.0|7.0|7.0|5.0|3.0|3.0|1.0|3.0|4.0|4.0|3.0|4.0|
||2015|5.0|5.0|4.0|3.0|2.0|3.0|1.0|2.0|5.0|13.0|14.0|10.0|
||2016|2.0|0.0|1.0|1.0|2.0|3.0|5.0|8.0|6.0|7.0|4.0|4.0|
||2017|4.0|3.0|7.0|6.0|8.0|5.0|5.0|6.0|6.0|7.0|5.0|6.0|
||2018|8.0|9.0|9.0|6.0|6.0|4.0|4.0|3.0|5.0|8.0|9.0|8.0|
||2019|7.0|6.0|7.0|6.0|7.0|6.0|7.0|10.0|12.0|10.0|8.0|10.0|
||2020|11.0|8.0|3.0|2.0|3.0|3.0|4.0|7.0|11.0|13.0|11.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2016|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|2.0|2.0|1.0|0.0|0.0|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|1.0|1.0|-9.93E8|0.0|
||2020|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|2.0|3.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|10.0|10.0|9.0|8.0|6.0|7.0|11.0|13.0|14.0|15.0|15.0|12.0|
||2015|6.0|2.0|5.0|6.0|6.0|7.0|6.0|9.0|6.0|6.0|4.0|4.0|
||2016|4.0|4.0|4.0|5.0|7.0|6.0|9.0|9.0|9.0|5.0|4.0|4.0|
||2017|2.0|2.0|2.0|2.0|2.0|3.0|3.0|5.0|3.0|3.0|4.0|3.0|
||2018|4.0|7.0|9.0|10.0|6.0|5.0|3.0|3.0|10.0|15.0|18.0|12.0|
||2019|12.0|12.0|12.0|8.0|6.0|9.0|11.0|10.0|7.0|9.0|9.0|10.0|
||2020|14.0|19.0|26.0|32.0|37.0|38.0|38.0|43.0|44.0|46.0|39.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 6. (Kendi İşini Kurmak İstiyor)|2014|18.0|18.0|16.0|15.0|21.0|30.0|25.0|25.0|17.0|19.0|32.0|37.0|
||2015|39.0|29.0|29.0|32.0|28.0|30.0|28.0|27.0|25.0|34.0|32.0|29.0|
||2016|21.0|18.0|20.0|15.0|20.0|23.0|31.0|25.0|22.0|23.0|34.0|42.0|
||2017|43.0|37.0|28.0|21.0|21.0|28.0|37.0|33.0|32.0|28.0|27.0|22.0|
||2018|21.0|26.0|26.0|30.0|29.0|33.0|31.0|34.0|32.0|30.0|29.0|28.0|
||2019|32.0|32.0|28.0|23.0|22.0|25.0|25.0|26.0|20.0|25.0|25.0|36.0|
||2020|30.0|29.0|21.0|28.0|27.0|31.0|33.0|37.0|42.0|43.0|42.0||
|1. (15+) ve 4. (Yüksek Öğretim) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|10.0|11.0|14.0|10.0|7.0|8.0|20.0|23.0|21.0|12.0|8.0|9.0|
||2015|8.0|11.0|11.0|12.0|10.0|13.0|18.0|25.0|19.0|15.0|8.0|12.0|
||2016|15.0|16.0|17.0|13.0|15.0|14.0|20.0|20.0|20.0|22.0|20.0|18.0|
||2017|12.0|13.0|17.0|14.0|19.0|22.0|29.0|39.0|39.0|35.0|23.0|13.0|
||2018|14.0|14.0|16.0|16.0|16.0|25.0|35.0|41.0|35.0|22.0|13.0|11.0|
||2019|18.0|24.0|28.0|24.0|19.0|20.0|21.0|22.0|13.0|8.0|11.0|19.0|
||2020|23.0|23.0|21.0|20.0|23.0|24.0|32.0|35.0|37.0|28.0|21.0||
|1. (15+) ve Erkek ve 1. (Tam Zamanlı)|2014|1630.0|1604.0|1532.0|1431.0|1395.0|1458.0|1582.0|1596.0|1621.0|1616.0|1678.0|1766.0|
||2015|1820.0|1793.0|1681.0|1562.0|1523.0|1594.0|1590.0|1642.0|1658.0|1721.0|1700.0|1762.0|
||2016|1814.0|1798.0|1681.0|1555.0|1613.0|1719.0|1756.0|1800.0|1760.0|1827.0|1897.0|2082.0|
||2017|2211.0|2167.0|1944.0|1706.0|1642.0|1630.0|1700.0|1635.0|1632.0|1575.0|1629.0|1712.0|
||2018|1809.0|1744.0|1628.0|1573.0|1593.0|1687.0|1761.0|1827.0|1898.0|1993.0|2221.0|2463.0|
||2019|2684.0|2663.0|2550.0|2335.0|2342.0|2325.0|2497.0|2437.0|2410.0|2314.0|2313.0|2412.0|
||2020|2454.0|2429.0|2332.0|2223.0|2233.0|2345.0|2328.0|2238.0|2058.0|2070.0|2131.0||
|1. (15+) ve Erkek ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|85.0|93.0|78.0|77.0|62.0|71.0|62.0|61.0|65.0|70.0|75.0|81.0|
||2015|83.0|83.0|62.0|46.0|38.0|41.0|44.0|39.0|32.0|28.0|47.0|75.0|
||2016|85.0|68.0|52.0|51.0|58.0|57.0|54.0|48.0|57.0|69.0|81.0|90.0|
||2017|102.0|103.0|94.0|78.0|77.0|78.0|74.0|69.0|64.0|76.0|79.0|72.0|
||2018|70.0|64.0|64.0|50.0|54.0|53.0|54.0|48.0|44.0|39.0|41.0|54.0|
||2019|57.0|58.0|41.0|39.0|40.0|70.0|87.0|95.0|80.0|76.0|79.0|72.0|
||2020|66.0|57.0|64.0|72.0|72.0|61.0|50.0|53.0|61.0|82.0|83.0||
|1. (15+) ve Erkek ve 3. (Yarı Zamanlı)|2014|19.0|24.0|24.0|20.0|17.0|14.0|9.0|7.0|11.0|16.0|21.0|20.0|
||2015|20.0|23.0|23.0|21.0|15.0|9.0|11.0|13.0|19.0|22.0|22.0|22.0|
||2016|25.0|30.0|29.0|25.0|18.0|14.0|13.0|14.0|20.0|27.0|29.0|26.0|
||2017|24.0|28.0|34.0|33.0|29.0|22.0|14.0|14.0|26.0|34.0|37.0|27.0|
||2018|34.0|41.0|45.0|33.0|21.0|13.0|11.0|11.0|19.0|25.0|30.0|27.0|
||2019|31.0|29.0|28.0|19.0|18.0|15.0|26.0|28.0|32.0|29.0|34.0|35.0|
||2020|33.0|29.0|20.0|20.0|16.0|18.0|17.0|26.0|31.0|33.0|28.0||
|1. (15+) ve Erkek ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|0.0|1.0|2.0|3.0|3.0|2.0|3.0|1.0|1.0|0.0|1.0|1.0|
||2015|1.0|1.0|1.0|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2016|1.0|2.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|2.0|2.0|2.0|
||2017|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|0.0|0.0|3.0|
||2018|3.0|4.0|1.0|3.0|1.0|1.0|-9.93E8|-9.93E8|2.0|3.0|4.0|2.0|
||2019|1.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|0.0|
||2020|0.0|0.0|-9.93E8|-9.93E8|1.0|1.0|1.0|2.0|3.0|3.0|5.0||
|1. (15+) ve Erkek ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|53.0|61.0|70.0|52.0|39.0|31.0|37.0|38.0|39.0|49.0|49.0|50.0|
||2015|39.0|34.0|30.0|25.0|30.0|31.0|31.0|27.0|25.0|24.0|30.0|32.0|
||2016|36.0|34.0|25.0|20.0|16.0|26.0|26.0|22.0|11.0|10.0|12.0|16.0|
||2017|17.0|21.0|17.0|15.0|9.0|14.0|13.0|15.0|14.0|22.0|24.0|22.0|
||2018|26.0|29.0|36.0|34.0|43.0|44.0|51.0|44.0|43.0|38.0|34.0|43.0|
||2019|47.0|54.0|46.0|37.0|31.0|33.0|35.0|30.0|28.0|25.0|24.0|28.0|
||2020|42.0|69.0|97.0|124.0|134.0|130.0|119.0|98.0|98.0|100.0|115.0||
|1. (15+) ve Erkek ve 6. (Kendi İşini Kurmak İstiyor)|2014|69.0|66.0|65.0|62.0|72.0|75.0|73.0|68.0|70.0|71.0|97.0|104.0|
